0,0
0.0025,0.0024999974
0.005,0.0049999792
0.0075,0.0074999297
0.01,0.0099998333
0.0125,0.0124996745
0.015,0.0149994375
0.0175,0.0174991068
0.02,0.0199986667
0.0225,0.0224981016
0.025,0.0249973959
0.0275,0.027496534
0.03,0.0299955002
0.0325,0.0324942789
0.035,0.0349928546
0.0375,0.0374912116
0.04,0.0399893342
0.0425,0.0424872069
0.045,0.044984814
0.0475,0.04748214
0.05,0.0499791693
0.0525,0.0524758861
0.055,0.054972275
0.0575,0.0574683203
0.06,0.0599640065
0.0625,0.0624593178
0.065,0.0649542388
0.0675,0.0674487539
0.07,0.0699428473
0.0725,0.0724365037
0.075,0.0749297073
0.0775,0.0774224426
0.08,0.079914694
0.0825,0.0824064459
0.085,0.0848976828
0.0875,0.0873883891
0.09,0.0898785492
0.0925,0.0923681476
0.095,0.0948571686
0.0975,0.0973455968
0.1,0.0998334166
0.1025,0.1023206125
0.105,0.1048071688
0.1075,0.1072930701
0.11,0.1097783008
0.1125,0.1122628454
0.115,0.1147466884
0.1175,0.1172298142
0.12,0.1197122073
0.1225,0.1221938522
0.125,0.1246747334
0.1275,0.1271548354
0.13,0.1296341426
0.1325,0.1321126397
0.135,0.134590311
0.1375,0.1370671412
0.14,0.1395431146
0.1425,0.142018216
0.145,0.1444924297
0.1475,0.1469657404
0.15,0.1494381325
0.1525,0.1519095906
0.155,0.1543800993
0.1575,0.1568496431
0.16,0.1593182066
0.1625,0.1617857744
0.165,0.164252331
0.1675,0.166717861
0.17,0.1691823491
0.1725,0.1716457797
0.175,0.1741081376
0.1775,0.1765694073
0.18,0.1790295734
0.1825,0.1814886206
0.185,0.1839465335
0.1875,0.1864032968
0.19,0.188858895
0.1925,0.1913133128
0.195,0.193766535
0.1975,0.1962185461
0.2,0.1986693308
0.2025,0.2011188738
0.205,0.2035671599
0.2075,0.2060141737
0.21,0.2084598998
0.2125,0.2109043231
0.215,0.2133474283
0.2175,0.2157892
0.22,0.2182296231
0.2225,0.2206686822
0.225,0.2231063621
0.2275,0.2255426477
0.23,0.2279775235
0.2325,0.2304109746
0.235,0.2328429855
0.2375,0.2352735412
0.24,0.2377026264
0.2425,0.240130226
0.245,0.2425563248
0.2475,0.2449809076
0.25,0.2474039593
0.2525,0.2498254646
0.255,0.2522454086
0.2575,0.2546637761
0.26,0.2570805519
0.2625,0.2594957209
0.265,0.2619092681
0.2675,0.2643211784
0.27,0.2667314367
0.2725,0.2691400279
0.275,0.271546937
0.2775,0.2739521489
0.28,0.2763556486
0.2825,0.278757421
0.285,0.2811574513
0.2875,0.2835557243
0.29,0.2859522251
0.2925,0.2883469387
0.295,0.2907398501
0.2975,0.2931309444
0.3,0.2955202067
0.3025,0.2979076219
0.305,0.3002931752
0.3075,0.3026768517
0.31,0.3050586364
0.3125,0.3074385146
0.315,0.3098164712
0.3175,0.3121924915
0.32,0.3145665606
0.3225,0.3169386637
0.325,0.3193087859
0.3275,0.3216769124
0.33,0.3240430284
0.3325,0.3264071192
0.335,0.3287691699
0.3375,0.3311291658
0.34,0.3334870921
0.3425,0.3358429342
0.345,0.3381966772
0.3475,0.3405483066
0.35,0.3428978075
0.3525,0.3452451652
0.355,0.3475903652
0.3575,0.3499333928
0.36,0.3522742333
0.3625,0.354612872
0.365,0.3569492945
0.3675,0.359283486
0.37,0.361615432
0.3725,0.3639451179
0.375,0.3662725291
0.3775,0.3685976511
0.38,0.3709204694
0.3825,0.3732409695
0.385,0.3755591367
0.3875,0.3778749568
0.39,0.3801884151
0.3925,0.3824994973
0.395,0.3848081888
0.3975,0.3871144753
0.4,0.3894183423
0.4025,0.3917197755
0.405,0.3940187604
0.4075,0.3963152827
0.41,0.398609328
0.4125,0.400900882
0.415,0.4031899304
0.4175,0.4054764588
0.42,0.4077604531
0.4225,0.4100418988
0.425,0.4123207817
0.4275,0.4145970877
0.43,0.4168708024
0.4325,0.4191419117
0.435,0.4214104014
0.4375,0.4236762572
0.44,0.4259394651
0.4425,0.4282000108
0.445,0.4304578803
0.4475,0.4327130594
0.45,0.4349655341
0.4525,0.4372152903
0.455,0.4394623138
0.4575,0.4417065907
0.46,0.443948107
0.4625,0.4461868485
0.465,0.4484228014
0.4675,0.4506559517
0.47,0.4528862854
0.4725,0.4551137885
0.475,0.4573384472
0.4775,0.4595602475
0.48,0.4617791755
0.4825,0.4639952175
0.485,0.4662083594
0.4875,0.4684185876
0.49,0.4706258882
0.4925,0.4728302473
0.495,0.4750316513
0.4975,0.4772300863
0.5,0.4794255386
0.5025,0.4816179945
0.505,0.4838074403
0.5075,0.4859938623
0.51,0.4881772469
0.5125,0.4903575803
0.515,0.492534849
0.5175,0.4947090394
0.52,0.4968801378
0.5225,0.4990481308
0.525,0.5012130047
0.5275,0.503374746
0.53,0.5055333412
0.5325,0.5076887768
0.535,0.5098410394
0.5375,0.5119901155
0.54,0.5141359917
0.5425,0.5162786544
0.545,0.5184180905
0.5475,0.5205542864
0.55,0.5226872289
0.5525,0.5248169046
0.555,0.5269433002
0.5575,0.5290664024
0.56,0.5311861979
0.5625,0.5333026735
0.565,0.535415816
0.5675,0.5375256121
0.57,0.5396320487
0.5725,0.5417351126
0.575,0.5438347907
0.5775,0.5459310698
0.58,0.5480239368
0.5825,0.5501133787
0.585,0.5521993823
0.5875,0.5542819348
0.59,0.5563610229
0.5925,0.5584366338
0.595,0.5605087545
0.5975,0.562577372
0.6,0.5646424734
0.6025,0.5667040458
0.605,0.5687620763
0.6075,0.570816552
0.61,0.5728674601
0.6125,0.5749147878
0.615,0.5769585223
0.6175,0.5789986508
